"","X","x","spectrum.density","library","TF","pos"
"4174",34,0.35,0.360815125158793,"Nucleosome-SELEX","DLX2","Region 76-115"
"4175",35,0.375,0.361316926850946,"Nucleosome-SELEX","DLX2","Region 76-115"
"4176",36,0.4,0.362074699900698,"Nucleosome-SELEX","DLX2","Region 76-115"
"4177",37,0.425,0.367120589342287,"Nucleosome-SELEX","DLX2","Region 76-115"
"4178",38,0.45,0.352329273659015,"Nucleosome-SELEX","DLX2","Region 76-115"
"4179",39,0.475,0.364428831273518,"Nucleosome-SELEX","DLX2","Region 76-115"
"4180",40,0.5,0.366016090457273,"Nucleosome-SELEX","DLX2","Region 76-115"
"4181",41,0.025,0.239447230806982,"HT-SELEX","DLX2","Region 76-115"
"4182",42,0.05,0.331714315644416,"HT-SELEX","DLX2","Region 76-115"
"4183",43,0.075,0.3660142508435,"HT-SELEX","DLX2","Region 76-115"
"4184",44,0.1,0.369052158945621,"HT-SELEX","DLX2","Region 76-115"
"4185",45,0.125,0.372531687707986,"HT-SELEX","DLX2","Region 76-115"
"4186",46,0.15,0.368829072884591,"HT-SELEX","DLX2","Region 76-115"
"4187",47,0.175,0.384613725975825,"HT-SELEX","DLX2","Region 76-115"
"4188",48,0.2,0.383091047111266,"HT-SELEX","DLX2","Region 76-115"
"4189",49,0.225,0.395812453853196,"HT-SELEX","DLX2","Region 76-115"
"4190",50,0.25,0.398238363134643,"HT-SELEX","DLX2","Region 76-115"
"4191",51,0.275,0.400231305243316,"HT-SELEX","DLX2","Region 76-115"
"4192",52,0.3,0.409923937873861,"HT-SELEX","DLX2","Region 76-115"
"4193",53,0.325,0.390226476966665,"HT-SELEX","DLX2","Region 76-115"
"4194",54,0.35,0.388502957573415,"HT-SELEX","DLX2","Region 76-115"
"4195",55,0.375,0.36659264241874,"HT-SELEX","DLX2","Region 76-115"
"4196",56,0.4,0.363131732026456,"HT-SELEX","DLX2","Region 76-115"
"4197",57,0.425,0.355763769742704,"HT-SELEX","DLX2","Region 76-115"
"4198",58,0.45,0.352621995648127,"HT-SELEX","DLX2","Region 76-115"
"4199",59,0.475,0.353063807217125,"HT-SELEX","DLX2","Region 76-115"
"4200",60,0.5,0.343441401343867,"HT-SELEX","DLX2","Region 76-115"
"4201",1,0.025,0.252866379493021,"NCAP-SELEX","HOXB7","Region 76-115"
"4202",2,0.05,0.358414540288033,"NCAP-SELEX","HOXB7","Region 76-115"
"4203",3,0.075,0.386264549671049,"NCAP-SELEX","HOXB7","Region 76-115"
"4204",4,0.1,0.425559087455053,"NCAP-SELEX","HOXB7","Region 76-115"
"4205",5,0.125,0.386080973334068,"NCAP-SELEX","HOXB7","Region 76-115"
"4206",6,0.15,0.384283785559912,"NCAP-SELEX","HOXB7","Region 76-115"
"4207",7,0.175,0.392907164364364,"NCAP-SELEX","HOXB7","Region 76-115"
"4208",8,0.2,0.390165960380849,"NCAP-SELEX","HOXB7","Region 76-115"
"4209",9,0.225,0.38653995083708,"NCAP-SELEX","HOXB7","Region 76-115"
"4210",10,0.25,0.401282948580665,"NCAP-SELEX","HOXB7","Region 76-115"
"4211",11,0.275,0.398506665699818,"NCAP-SELEX","HOXB7","Region 76-115"
"4212",12,0.3,0.393522575282563,"NCAP-SELEX","HOXB7","Region 76-115"
"4213",13,0.325,0.38963127616479,"NCAP-SELEX","HOXB7","Region 76-115"
"4214",14,0.35,0.392668349621986,"NCAP-SELEX","HOXB7","Region 76-115"
"4215",15,0.375,0.379715792876357,"NCAP-SELEX","HOXB7","Region 76-115"
"4216",16,0.4,0.393966147492084,"NCAP-SELEX","HOXB7","Region 76-115"
"4217",17,0.425,0.367018576682798,"NCAP-SELEX","HOXB7","Region 76-115"
"4218",18,0.45,0.368755803919188,"NCAP-SELEX","HOXB7","Region 76-115"
"4219",19,0.475,0.37409091892805,"NCAP-SELEX","HOXB7","Region 76-115"
"4220",20,0.5,0.37778616650583,"NCAP-SELEX","HOXB7","Region 76-115"
"4221",21,0.025,0.235592967727718,"Nucleosome-SELEX","HOXB7","Region 76-115"
"4222",22,0.05,0.318618127447018,"Nucleosome-SELEX","HOXB7","Region 76-115"
"4223",23,0.075,0.347393594753202,"Nucleosome-SELEX","HOXB7","Region 76-115"
"4224",24,0.1,0.392669475618395,"Nucleosome-SELEX","HOXB7","Region 76-115"
"4225",25,0.125,0.354501116089227,"Nucleosome-SELEX","HOXB7","Region 76-115"
"4226",26,0.15,0.350737097876787,"Nucleosome-SELEX","HOXB7","Region 76-115"
"4227",27,0.175,0.36430453320609,"Nucleosome-SELEX","HOXB7","Region 76-115"
"4228",28,0.2,0.356546880999606,"Nucleosome-SELEX","HOXB7","Region 76-115"
"4229",29,0.225,0.360596689134993,"Nucleosome-SELEX","HOXB7","Region 76-115"
"4230",30,0.25,0.356354017493222,"Nucleosome-SELEX","HOXB7","Region 76-115"
"4231",31,0.275,0.350580366326109,"Nucleosome-SELEX","HOXB7","Region 76-115"
"4232",32,0.3,0.353353574732253,"Nucleosome-SELEX","HOXB7","Region 76-115"
"4233",33,0.325,0.362359985004277,"Nucleosome-SELEX","HOXB7","Region 76-115"
"4234",34,0.35,0.361689640872646,"Nucleosome-SELEX","HOXB7","Region 76-115"
"4235",35,0.375,0.369383206274231,"Nucleosome-SELEX","HOXB7","Region 76-115"
"4236",36,0.4,0.355863630876255,"Nucleosome-SELEX","HOXB7","Region 76-115"
"4237",37,0.425,0.363106982458672,"Nucleosome-SELEX","HOXB7","Region 76-115"
"4238",38,0.45,0.359465900296993,"Nucleosome-SELEX","HOXB7","Region 76-115"
"4239",39,0.475,0.366552395751466,"Nucleosome-SELEX","HOXB7","Region 76-115"
"4240",40,0.5,0.354895507733904,"Nucleosome-SELEX","HOXB7","Region 76-115"
"4241",41,0.025,0.241918739557142,"HT-SELEX","HOXB7","Region 76-115"
"4242",42,0.05,0.339206485435204,"HT-SELEX","HOXB7","Region 76-115"
"4243",43,0.075,0.372819306817349,"HT-SELEX","HOXB7","Region 76-115"
"4244",44,0.1,0.380883454163842,"HT-SELEX","HOXB7","Region 76-115"
"4245",45,0.125,0.373193736092922,"HT-SELEX","HOXB7","Region 76-115"
"4246",46,0.15,0.38429970363715,"HT-SELEX","HOXB7","Region 76-115"
"4247",47,0.175,0.384358233630312,"HT-SELEX","HOXB7","Region 76-115"
"4248",48,0.2,0.385146099787841,"HT-SELEX","HOXB7","Region 76-115"
"4249",49,0.225,0.389638765832668,"HT-SELEX","HOXB7","Region 76-115"
"4250",50,0.25,0.411054251788617,"HT-SELEX","HOXB7","Region 76-115"
"4251",51,0.275,0.394367785771875,"HT-SELEX","HOXB7","Region 76-115"
"4252",52,0.3,0.394702189056405,"HT-SELEX","HOXB7","Region 76-115"
"4253",53,0.325,0.403811880467945,"HT-SELEX","HOXB7","Region 76-115"
"4254",54,0.35,0.394653473624008,"HT-SELEX","HOXB7","Region 76-115"
"4255",55,0.375,0.38272353999977,"HT-SELEX","HOXB7","Region 76-115"
"4256",56,0.4,0.372131111692933,"HT-SELEX","HOXB7","Region 76-115"
"4257",57,0.425,0.374755578035802,"HT-SELEX","HOXB7","Region 76-115"
"4258",58,0.45,0.360155085089623,"HT-SELEX","HOXB7","Region 76-115"
"4259",59,0.475,0.357776581265984,"HT-SELEX","HOXB7","Region 76-115"
"4260",60,0.5,0.3546413019202,"HT-SELEX","HOXB7","Region 76-115"
"4261",1,0.025,0.26405657002002,"NCAP-SELEX","BHLHE22","Region 76-115"
"4262",2,0.05,0.369749591801383,"NCAP-SELEX","BHLHE22","Region 76-115"
"4263",3,0.075,0.39522682866928,"NCAP-SELEX","BHLHE22","Region 76-115"
"4264",4,0.1,0.427165309016468,"NCAP-SELEX","BHLHE22","Region 76-115"
"4265",5,0.125,0.387083114240252,"NCAP-SELEX","BHLHE22","Region 76-115"
"4266",6,0.15,0.397570452873427,"NCAP-SELEX","BHLHE22","Region 76-115"
"4267",7,0.175,0.391399749306612,"NCAP-SELEX","BHLHE22","Region 76-115"
"4268",8,0.2,0.382397419746404,"NCAP-SELEX","BHLHE22","Region 76-115"
"4269",9,0.225,0.397911768064597,"NCAP-SELEX","BHLHE22","Region 76-115"
"4270",10,0.25,0.384467519081942,"NCAP-SELEX","BHLHE22","Region 76-115"
"4271",11,0.275,0.37027096879009,"NCAP-SELEX","BHLHE22","Region 76-115"
"4272",12,0.3,0.384846380428728,"NCAP-SELEX","BHLHE22","Region 76-115"
"4273",13,0.325,0.372126859812061,"NCAP-SELEX","BHLHE22","Region 76-115"
"4274",14,0.35,0.394784496254675,"NCAP-SELEX","BHLHE22","Region 76-115"
"4275",15,0.375,0.377027982631374,"NCAP-SELEX","BHLHE22","Region 76-115"
"4276",16,0.4,0.372792579971515,"NCAP-SELEX","BHLHE22","Region 76-115"
"4277",17,0.425,0.377273310692371,"NCAP-SELEX","BHLHE22","Region 76-115"
"4278",18,0.45,0.381701288302329,"NCAP-SELEX","BHLHE22","Region 76-115"
"4279",19,0.475,0.372951735528212,"NCAP-SELEX","BHLHE22","Region 76-115"
"4280",20,0.5,0.376374677727194,"NCAP-SELEX","BHLHE22","Region 76-115"
"4281",21,0.025,0.238946966926393,"Nucleosome-SELEX","BHLHE22","Region 76-115"
"4282",22,0.05,0.321186608952818,"Nucleosome-SELEX","BHLHE22","Region 76-115"
"4283",23,0.075,0.347491986258942,"Nucleosome-SELEX","BHLHE22","Region 76-115"
"4284",24,0.1,0.414602632453203,"Nucleosome-SELEX","BHLHE22","Region 76-115"
"4285",25,0.125,0.35115316420066,"Nucleosome-SELEX","BHLHE22","Region 76-115"
"4286",26,0.15,0.348756802086498,"Nucleosome-SELEX","BHLHE22","Region 76-115"
"4287",27,0.175,0.363301561072539,"Nucleosome-SELEX","BHLHE22","Region 76-115"
"4288",28,0.2,0.366837244272623,"Nucleosome-SELEX","BHLHE22","Region 76-115"
"4289",29,0.225,0.3677861780854,"Nucleosome-SELEX","BHLHE22","Region 76-115"
"4290",30,0.25,0.353976650414147,"Nucleosome-SELEX","BHLHE22","Region 76-115"
"4291",31,0.275,0.353394255293008,"Nucleosome-SELEX","BHLHE22","Region 76-115"
"4292",32,0.3,0.36784872782017,"Nucleosome-SELEX","BHLHE22","Region 76-115"
"4293",33,0.325,0.365404276360022,"Nucleosome-SELEX","BHLHE22","Region 76-115"
"4294",34,0.35,0.375996499221253,"Nucleosome-SELEX","BHLHE22","Region 76-115"
"4295",35,0.375,0.361632692616472,"Nucleosome-SELEX","BHLHE22","Region 76-115"
"4296",36,0.4,0.364511837845621,"Nucleosome-SELEX","BHLHE22","Region 76-115"
"4297",37,0.425,0.36489178913111,"Nucleosome-SELEX","BHLHE22","Region 76-115"
"4298",38,0.45,0.354960724910241,"Nucleosome-SELEX","BHLHE22","Region 76-115"
"4299",39,0.475,0.373054261760336,"Nucleosome-SELEX","BHLHE22","Region 76-115"
"4300",40,0.5,0.366659869587591,"Nucleosome-SELEX","BHLHE22","Region 76-115"
"4301",41,0.025,0.25131484928992,"HT-SELEX","BHLHE22","Region 76-115"
"4302",42,0.05,0.33743862520613,"HT-SELEX","BHLHE22","Region 76-115"
"4303",43,0.075,0.364383531895883,"HT-SELEX","BHLHE22","Region 76-115"
"4304",44,0.1,0.372915923302125,"HT-SELEX","BHLHE22","Region 76-115"
"4305",45,0.125,0.372931257852237,"HT-SELEX","BHLHE22","Region 76-115"
"4306",46,0.15,0.354917463315749,"HT-SELEX","BHLHE22","Region 76-115"
"4307",47,0.175,0.370173197211839,"HT-SELEX","BHLHE22","Region 76-115"
"4308",48,0.2,0.387387364986269,"HT-SELEX","BHLHE22","Region 76-115"
"4309",49,0.225,0.355575388358915,"HT-SELEX","BHLHE22","Region 76-115"
"4310",50,0.25,0.351756574493575,"HT-SELEX","BHLHE22","Region 76-115"
"4311",51,0.275,0.375997365531959,"HT-SELEX","BHLHE22","Region 76-115"
"4312",52,0.3,0.379957265585434,"HT-SELEX","BHLHE22","Region 76-115"
"4313",53,0.325,0.368085193736594,"HT-SELEX","BHLHE22","Region 76-115"
"4314",54,0.35,0.356490682191267,"HT-SELEX","BHLHE22","Region 76-115"
"4315",55,0.375,0.376926422954161,"HT-SELEX","BHLHE22","Region 76-115"
"4316",56,0.4,0.357018044989507,"HT-SELEX","BHLHE22","Region 76-115"
"4317",57,0.425,0.370306063658431,"HT-SELEX","BHLHE22","Region 76-115"
"4318",58,0.45,0.367428709910538,"HT-SELEX","BHLHE22","Region 76-115"
"4319",59,0.475,0.353461608782832,"HT-SELEX","BHLHE22","Region 76-115"
"4320",60,0.5,0.36131344791717,"HT-SELEX","BHLHE22","Region 76-115"
"4321",1,0.025,0.254853446643162,"NCAP-SELEX","FOXE1","Region 76-115"
"4322",2,0.05,0.360900575573218,"NCAP-SELEX","FOXE1","Region 76-115"
"4323",3,0.075,0.389915880916875,"NCAP-SELEX","FOXE1","Region 76-115"
"4324",4,0.1,0.406993655476023,"NCAP-SELEX","FOXE1","Region 76-115"
"4325",5,0.125,0.38471850110243,"NCAP-SELEX","FOXE1","Region 76-115"
"4326",6,0.15,0.392239398686171,"NCAP-SELEX","FOXE1","Region 76-115"
"4327",7,0.175,0.392685468895948,"NCAP-SELEX","FOXE1","Region 76-115"
"4328",8,0.2,0.398905217608582,"NCAP-SELEX","FOXE1","Region 76-115"
"4329",9,0.225,0.394668657455736,"NCAP-SELEX","FOXE1","Region 76-115"
"4330",10,0.25,0.40127343712562,"NCAP-SELEX","FOXE1","Region 76-115"
"4331",11,0.275,0.386232360594636,"NCAP-SELEX","FOXE1","Region 76-115"
"4332",12,0.3,0.388213251885435,"NCAP-SELEX","FOXE1","Region 76-115"
"4333",13,0.325,0.386209027116752,"NCAP-SELEX","FOXE1","Region 76-115"
"4334",14,0.35,0.396564977915977,"NCAP-SELEX","FOXE1","Region 76-115"
"4335",15,0.375,0.378859005400568,"NCAP-SELEX","FOXE1","Region 76-115"
"4336",16,0.4,0.37847164035731,"NCAP-SELEX","FOXE1","Region 76-115"
"4337",17,0.425,0.380522336397051,"NCAP-SELEX","FOXE1","Region 76-115"
"4338",18,0.45,0.381794271747611,"NCAP-SELEX","FOXE1","Region 76-115"
"4339",19,0.475,0.375703233956476,"NCAP-SELEX","FOXE1","Region 76-115"
"4340",20,0.5,0.378599413825162,"NCAP-SELEX","FOXE1","Region 76-115"
"4341",21,0.025,0.228435282940735,"Nucleosome-SELEX","FOXE1","Region 76-115"
"4342",22,0.05,0.31926682675791,"Nucleosome-SELEX","FOXE1","Region 76-115"
"4343",23,0.075,0.34044103377322,"Nucleosome-SELEX","FOXE1","Region 76-115"
"4344",24,0.1,0.411731351334167,"Nucleosome-SELEX","FOXE1","Region 76-115"
"4345",25,0.125,0.357664925769628,"Nucleosome-SELEX","FOXE1","Region 76-115"
"4346",26,0.15,0.352734810366345,"Nucleosome-SELEX","FOXE1","Region 76-115"
"4347",27,0.175,0.35209231638922,"Nucleosome-SELEX","FOXE1","Region 76-115"
"4348",28,0.2,0.347266663379259,"Nucleosome-SELEX","FOXE1","Region 76-115"
"4349",29,0.225,0.365292658936962,"Nucleosome-SELEX","FOXE1","Region 76-115"
"4350",30,0.25,0.350887619029188,"Nucleosome-SELEX","FOXE1","Region 76-115"
"4351",31,0.275,0.350747290796812,"Nucleosome-SELEX","FOXE1","Region 76-115"
"4352",32,0.3,0.357521626001618,"Nucleosome-SELEX","FOXE1","Region 76-115"
"4353",33,0.325,0.355464321424352,"Nucleosome-SELEX","FOXE1","Region 76-115"
"4354",34,0.35,0.369957679170696,"Nucleosome-SELEX","FOXE1","Region 76-115"
"4355",35,0.375,0.356248465605769,"Nucleosome-SELEX","FOXE1","Region 76-115"
"4356",36,0.4,0.366864783342979,"Nucleosome-SELEX","FOXE1","Region 76-115"
"4357",37,0.425,0.363621404506451,"Nucleosome-SELEX","FOXE1","Region 76-115"
"4358",38,0.45,0.364965520151905,"Nucleosome-SELEX","FOXE1","Region 76-115"
"4359",39,0.475,0.364112419661284,"Nucleosome-SELEX","FOXE1","Region 76-115"
"4360",40,0.5,0.368306161532356,"Nucleosome-SELEX","FOXE1","Region 76-115"
"4361",41,0.025,0.241133692214199,"HT-SELEX","FOXE1","Region 76-115"
"4362",42,0.05,0.329882776665917,"HT-SELEX","FOXE1","Region 76-115"
"4363",43,0.075,0.343242501798991,"HT-SELEX","FOXE1","Region 76-115"
"4364",44,0.1,0.355206275086852,"HT-SELEX","FOXE1","Region 76-115"
"4365",45,0.125,0.35543311114191,"HT-SELEX","FOXE1","Region 76-115"
"4366",46,0.15,0.364516685421425,"HT-SELEX","FOXE1","Region 76-115"
"4367",47,0.175,0.369142678048939,"HT-SELEX","FOXE1","Region 76-115"
"4368",48,0.2,0.366863017000933,"HT-SELEX","FOXE1","Region 76-115"
"4369",49,0.225,0.370194527787164,"HT-SELEX","FOXE1","Region 76-115"
"4370",50,0.25,0.370841890383074,"HT-SELEX","FOXE1","Region 76-115"
"4371",51,0.275,0.368539810552983,"HT-SELEX","FOXE1","Region 76-115"
"4372",52,0.3,0.362867649090778,"HT-SELEX","FOXE1","Region 76-115"
"4373",53,0.325,0.359764263828863,"HT-SELEX","FOXE1","Region 76-115"
"4374",54,0.35,0.352207005722847,"HT-SELEX","FOXE1","Region 76-115"
"4375",55,0.375,0.354840505455348,"HT-SELEX","FOXE1","Region 76-115"
"4376",56,0.4,0.34827950402589,"HT-SELEX","FOXE1","Region 76-115"
"4377",57,0.425,0.352188655655235,"HT-SELEX","FOXE1","Region 76-115"
"4378",58,0.45,0.351178044782263,"HT-SELEX","FOXE1","Region 76-115"
"4379",59,0.475,0.350882937342723,"HT-SELEX","FOXE1","Region 76-115"
"4380",60,0.5,0.353883255288577,"HT-SELEX","FOXE1","Region 76-115"
"4381",1,0.025,0.258663355577308,"NCAP-SELEX","LEF1","Region 76-115"
"4382",2,0.05,0.339166673764629,"NCAP-SELEX","LEF1","Region 76-115"
"4383",3,0.075,0.368186019414729,"NCAP-SELEX","LEF1","Region 76-115"
"4384",4,0.1,0.401705053270931,"NCAP-SELEX","LEF1","Region 76-115"
"4385",5,0.125,0.37783208444096,"NCAP-SELEX","LEF1","Region 76-115"
"4386",6,0.15,0.386392093942262,"NCAP-SELEX","LEF1","Region 76-115"
"4387",7,0.175,0.383539500621712,"NCAP-SELEX","LEF1","Region 76-115"
"4388",8,0.2,0.377564185922756,"NCAP-SELEX","LEF1","Region 76-115"
"4389",9,0.225,0.384409629997288,"NCAP-SELEX","LEF1","Region 76-115"
"4390",10,0.25,0.374747775425736,"NCAP-SELEX","LEF1","Region 76-115"
"4391",11,0.275,0.383175659213922,"NCAP-SELEX","LEF1","Region 76-115"
"4392",12,0.3,0.383838892524965,"NCAP-SELEX","LEF1","Region 76-115"
"4393",13,0.325,0.376723529476591,"NCAP-SELEX","LEF1","Region 76-115"
"4394",14,0.35,0.381571977232097,"NCAP-SELEX","LEF1","Region 76-115"
"4395",15,0.375,0.38195613365375,"NCAP-SELEX","LEF1","Region 76-115"
"4396",16,0.4,0.374268544975253,"NCAP-SELEX","LEF1","Region 76-115"
"4397",17,0.425,0.377692320102934,"NCAP-SELEX","LEF1","Region 76-115"
"4398",18,0.45,0.374513942368092,"NCAP-SELEX","LEF1","Region 76-115"
"4399",19,0.475,0.373889898082314,"NCAP-SELEX","LEF1","Region 76-115"
"4400",20,0.5,0.372655797333281,"NCAP-SELEX","LEF1","Region 76-115"
"4401",21,0.025,0.235800821582347,"Nucleosome-SELEX","LEF1","Region 76-115"
"4402",22,0.05,0.323455008435099,"Nucleosome-SELEX","LEF1","Region 76-115"
"4403",23,0.075,0.346003876124095,"Nucleosome-SELEX","LEF1","Region 76-115"
"4404",24,0.1,0.396084416005045,"Nucleosome-SELEX","LEF1","Region 76-115"
"4405",25,0.125,0.352666519424066,"Nucleosome-SELEX","LEF1","Region 76-115"
"4406",26,0.15,0.345711545022308,"Nucleosome-SELEX","LEF1","Region 76-115"
"4407",27,0.175,0.360354473909711,"Nucleosome-SELEX","LEF1","Region 76-115"
"4408",28,0.2,0.366556973418743,"Nucleosome-SELEX","LEF1","Region 76-115"
"4409",29,0.225,0.369889345797054,"Nucleosome-SELEX","LEF1","Region 76-115"
"4410",30,0.25,0.352866951230536,"Nucleosome-SELEX","LEF1","Region 76-115"
"4411",31,0.275,0.357277794792292,"Nucleosome-SELEX","LEF1","Region 76-115"
"4412",32,0.3,0.364635123328463,"Nucleosome-SELEX","LEF1","Region 76-115"
"4413",33,0.325,0.371539985040062,"Nucleosome-SELEX","LEF1","Region 76-115"
"4414",34,0.35,0.387226738964646,"Nucleosome-SELEX","LEF1","Region 76-115"
"4415",35,0.375,0.368036117172124,"Nucleosome-SELEX","LEF1","Region 76-115"
"4416",36,0.4,0.368814036607187,"Nucleosome-SELEX","LEF1","Region 76-115"
"4417",37,0.425,0.366037157273642,"Nucleosome-SELEX","LEF1","Region 76-115"
"4418",38,0.45,0.366186529400645,"Nucleosome-SELEX","LEF1","Region 76-115"
"4419",39,0.475,0.366840202274893,"Nucleosome-SELEX","LEF1","Region 76-115"
"4420",40,0.5,0.384851660409259,"Nucleosome-SELEX","LEF1","Region 76-115"
"4421",41,0.025,0.260392717040984,"HT-SELEX","LEF1","Region 76-115"
"4422",42,0.05,0.357003083863846,"HT-SELEX","LEF1","Region 76-115"
"4423",43,0.075,0.379532809840209,"HT-SELEX","LEF1","Region 76-115"
"4424",44,0.1,0.374569477402564,"HT-SELEX","LEF1","Region 76-115"
"4425",45,0.125,0.383552114528034,"HT-SELEX","LEF1","Region 76-115"
"4426",46,0.15,0.385475462820622,"HT-SELEX","LEF1","Region 76-115"
"4427",47,0.175,0.393677373109466,"HT-SELEX","LEF1","Region 76-115"
"4428",48,0.2,0.394355454674268,"HT-SELEX","LEF1","Region 76-115"
"4429",49,0.225,0.39739691033784,"HT-SELEX","LEF1","Region 76-115"
"4430",50,0.25,0.38693559956246,"HT-SELEX","LEF1","Region 76-115"
"4431",51,0.275,0.378248384998046,"HT-SELEX","LEF1","Region 76-115"
"4432",52,0.3,0.39536392029585,"HT-SELEX","LEF1","Region 76-115"
"4433",53,0.325,0.386168509603676,"HT-SELEX","LEF1","Region 76-115"
"4434",54,0.35,0.37836959129601,"HT-SELEX","LEF1","Region 76-115"
"4435",55,0.375,0.380569229470825,"HT-SELEX","LEF1","Region 76-115"
"4436",56,0.4,0.38682177777213,"HT-SELEX","LEF1","Region 76-115"
"4437",57,0.425,0.381666739856646,"HT-SELEX","LEF1","Region 76-115"
"4438",58,0.45,0.387956930833991,"HT-SELEX","LEF1","Region 76-115"
"4439",59,0.475,0.370648194260906,"HT-SELEX","LEF1","Region 76-115"
"4440",60,0.5,0.368738647515237,"HT-SELEX","LEF1","Region 76-115"
"4441",1,0.025,0.253334945720983,"NCAP-SELEX","ARGFX","Region 76-115"
"4442",2,0.05,0.354936432365109,"NCAP-SELEX","ARGFX","Region 76-115"
"4443",3,0.075,0.382482198871246,"NCAP-SELEX","ARGFX","Region 76-115"
"4444",4,0.1,0.438877369710257,"NCAP-SELEX","ARGFX","Region 76-115"
"4445",5,0.125,0.368700827547685,"NCAP-SELEX","ARGFX","Region 76-115"
"4446",6,0.15,0.37733267524897,"NCAP-SELEX","ARGFX","Region 76-115"
"4447",7,0.175,0.379733573544635,"NCAP-SELEX","ARGFX","Region 76-115"
"4448",8,0.2,0.382986349351821,"NCAP-SELEX","ARGFX","Region 76-115"
"4449",9,0.225,0.388203073938322,"NCAP-SELEX","ARGFX","Region 76-115"
"4450",10,0.25,0.405105583233893,"NCAP-SELEX","ARGFX","Region 76-115"
"4451",11,0.275,0.401951978682973,"NCAP-SELEX","ARGFX","Region 76-115"
"4452",12,0.3,0.390698035085865,"NCAP-SELEX","ARGFX","Region 76-115"
"4453",13,0.325,0.396409081518286,"NCAP-SELEX","ARGFX","Region 76-115"
"4454",14,0.35,0.401477272256961,"NCAP-SELEX","ARGFX","Region 76-115"
"4455",15,0.375,0.391290915525429,"NCAP-SELEX","ARGFX","Region 76-115"
"4456",16,0.4,0.391222897181576,"NCAP-SELEX","ARGFX","Region 76-115"
"4457",17,0.425,0.390013970106359,"NCAP-SELEX","ARGFX","Region 76-115"
"4458",18,0.45,0.387736286660559,"NCAP-SELEX","ARGFX","Region 76-115"
"4459",19,0.475,0.368013637568526,"NCAP-SELEX","ARGFX","Region 76-115"
"4460",20,0.5,0.372537464359235,"NCAP-SELEX","ARGFX","Region 76-115"
"4461",21,0.025,0.230379262995254,"Nucleosome-SELEX","ARGFX","Region 76-115"
"4462",22,0.05,0.316184501551998,"Nucleosome-SELEX","ARGFX","Region 76-115"
"4463",23,0.075,0.340701610108525,"Nucleosome-SELEX","ARGFX","Region 76-115"
"4464",24,0.1,0.392933110057135,"Nucleosome-SELEX","ARGFX","Region 76-115"
"4465",25,0.125,0.349778862135377,"Nucleosome-SELEX","ARGFX","Region 76-115"
"4466",26,0.15,0.345707226689311,"Nucleosome-SELEX","ARGFX","Region 76-115"
"4467",27,0.175,0.34738433657042,"Nucleosome-SELEX","ARGFX","Region 76-115"
"4468",28,0.2,0.358064539061908,"Nucleosome-SELEX","ARGFX","Region 76-115"
"4469",29,0.225,0.362286430653984,"Nucleosome-SELEX","ARGFX","Region 76-115"
"4470",30,0.25,0.331236840768946,"Nucleosome-SELEX","ARGFX","Region 76-115"
"4471",31,0.275,0.355384944748919,"Nucleosome-SELEX","ARGFX","Region 76-115"
"4472",32,0.3,0.349925287780456,"Nucleosome-SELEX","ARGFX","Region 76-115"
"4473",33,0.325,0.351213981559118,"Nucleosome-SELEX","ARGFX","Region 76-115"
"4474",34,0.35,0.371126743314695,"Nucleosome-SELEX","ARGFX","Region 76-115"
"4475",35,0.375,0.358579095396202,"Nucleosome-SELEX","ARGFX","Region 76-115"
"4476",36,0.4,0.360858984733428,"Nucleosome-SELEX","ARGFX","Region 76-115"
"4477",37,0.425,0.364824139680685,"Nucleosome-SELEX","ARGFX","Region 76-115"
"4478",38,0.45,0.357591342469688,"Nucleosome-SELEX","ARGFX","Region 76-115"
"4479",39,0.475,0.363038718836132,"Nucleosome-SELEX","ARGFX","Region 76-115"
"4480",40,0.5,0.348370592577554,"Nucleosome-SELEX","ARGFX","Region 76-115"
"4481",41,0.025,0.239820717733871,"HT-SELEX","ARGFX","Region 76-115"
"4482",42,0.05,0.339614312599008,"HT-SELEX","ARGFX","Region 76-115"
"4483",43,0.075,0.364058919490659,"HT-SELEX","ARGFX","Region 76-115"
"4484",44,0.1,0.371429930888692,"HT-SELEX","ARGFX","Region 76-115"
"4485",45,0.125,0.353821503372023,"HT-SELEX","ARGFX","Region 76-115"
"4486",46,0.15,0.351978309320777,"HT-SELEX","ARGFX","Region 76-115"
"4487",47,0.175,0.354147236730346,"HT-SELEX","ARGFX","Region 76-115"
"4488",48,0.2,0.35872999694105,"HT-SELEX","ARGFX","Region 76-115"
"4489",49,0.225,0.357849915213945,"HT-SELEX","ARGFX","Region 76-115"
"4490",50,0.25,0.358666627363618,"HT-SELEX","ARGFX","Region 76-115"
"4491",51,0.275,0.386464495451507,"HT-SELEX","ARGFX","Region 76-115"
"4492",52,0.3,0.381109089974292,"HT-SELEX","ARGFX","Region 76-115"
"4493",53,0.325,0.383453635855349,"HT-SELEX","ARGFX","Region 76-115"
"4494",54,0.35,0.399539029601774,"HT-SELEX","ARGFX","Region 76-115"
"4495",55,0.375,0.390382301771836,"HT-SELEX","ARGFX","Region 76-115"
"4496",56,0.4,0.387610417937128,"HT-SELEX","ARGFX","Region 76-115"
"4497",57,0.425,0.402755497730647,"HT-SELEX","ARGFX","Region 76-115"
"4498",58,0.45,0.393674938599535,"HT-SELEX","ARGFX","Region 76-115"
"4499",59,0.475,0.385997093538532,"HT-SELEX","ARGFX","Region 76-115"
