"","tf","n","dist","avg","low","high","group"
"X28","ALB1",327230,29,-0.0162921940315232,-0.0170856984763922,-0.0154986895866542,"21"
"X29","ALB1",327230,30,0.0151269751921313,0.0143571057837786,0.0158968446004841,"21"
"X30","ALB1",327230,31,0.0691153756738408,0.0683451173701658,0.0698856339775159,"21"
"X31","ALB1",327230,32,0.0570645879891325,0.0563374756405194,0.0577917003377456,"21"
"X32","ALB1",327230,33,0.0883255462433128,0.0876645319890621,0.0889865604975634,"21"
"X33","ALB1",327230,34,0.152425973690904,0.151821829823525,0.153030117558283,"21"
"X34","ALB1",327230,35,0.134664856959856,0.134096239504451,0.13523347441526,"21"
"X35","ALB1",327230,36,0.199282874736482,0.198754163464521,0.199811586008442,"21"
"X36","ALB1",327230,37,0.18524474815706,0.184769267315829,0.185720228998291,"21"
"X37","ALB1",327230,38,0.145765878592552,0.145380987520851,0.146150769664254,"21"
"X38","ALB1",327230,39,0.177691458915099,0.17737320265923,0.178009715170968,"21"
"X39","ALB1",327230,40,0.201464899074136,0.201194853254435,0.201734944893838,"21"
"X40","ALB1",327230,41,0.152233864269212,0.152046932961617,0.152420795576807,"21"
